earthquake_id,title,magnitude,depth,latitude,longitude,Year,date_time,cdi,mmi,tsunami,sig,dmin,gap,nst,magType
179,"M 7.3 - 187 km SE of Ust-Kamchatsk Staryy, Russia",7.3,16.56,55.0999,164.699,2018,12/20/2018 17:01,3,7,1,822,4.126,23,0,mww
180,M 7.1 - South Sandwich Islands region,7.1,133.00,-58.5446,-26.3856,2018,12/11/2018 2:26,0,5,1,776,7.043,20,0,mww
181,"M 6.6 - 199 km ESE of Tadine, New Caledonia",6.6,10.00,-22.0629,169.733,2018,12/5/2018 6:43,0,4,1,670,2.679,31,0,mww
182,"M 7.5 - 166 km ESE of Tadine, New Caledonia",7.5,10.00,-21.9496,169.427,2018,12/5/2018 4:18,3,6,1,871,2.405,18,0,mww
183,"M 7.1 - 1 km SE of Point MacKenzie, Alaska",7.1,46.70,61.3464,-149.955,2018,11/30/2018 17:29,8,8,1,1790,0,0,0,mw
184,"M 6.8 - 187 km E of Levuka, Fiji",6.8,540.00,-17.8735,-178.927,2018,11/18/2018 20:25,0,3,1,711,2.879,39,0,mww
185,"M 6.7 - 120 km NW of Olonkinbyen, Svalbard and Jan Mayen",6.7,10.00,71.6312,-11.2431,2018,11/9/2018 1:49,3,4,1,693,7.853,19,0,mww
186,"M 6.8 - 32 km SW of Lithakiá, Greece",6.8,14.00,37.5203,20.5565,2018,10/25/2018 22:54,8,7,0,954,2.268,15,0,mww
187,"M 6.5 - 237 km SW of Port McNeill, Canada",6.5,10.00,49.297,-129.724,2018,10/22/2018 6:22,2,4,0,655,1.692,68,0,mww
188,"M 6.8 - 210 km SW of Port McNeill, Canada",6.8,10.00,49.3346,-129.289,2018,10/22/2018 6:16,4,4,1,776,1.505,36,0,mww
189,"M 6.5 - 223 km SW of Port McNeill, Canada",6.5,10.00,49.2586,-129.412,2018,10/22/2018 5:39,3,4,1,669,1.611,63,0,mww
190,"M 6.5 - 171 km E of Tadine, New Caledonia",6.5,17.00,-21.7427,169.522,2018,10/16/2018 1:03,0,4,1,650,2.109,22,0,mww
191,"M 6.7 - 269 km WNW of Ozernovskiy, Russia",6.7,461.00,52.8549,153.243,2018,10/13/2018 11:10,0,3,1,691,2.705,17,0,mww
192,"M 6.5 - 154 km S of Severo-Kurilsk, Russia",6.5,20.00,49.2902,156.297,2018,10/10/2018 23:16,0,4,1,650,3.923,14,0,mww
193,"M 7.0 - 119 km E of Kimbe, Papua New Guinea",7.0,39.00,-5.7012,151.205,2018,10/10/2018 20:48,6,6,1,758,1.778,18,0,mww
194,"M 6.7 - 279 km E of Levuka, Fiji",6.7,550.00,-18.3604,-178.063,2018,9/30/2018 10:52,2,3,1,691,3.745,23,0,mww
195,"M 7.5 - 72 km N of Palu, Indonesia",7.5,20.00,-0.2559,119.846,2018,9/28/2018 10:02,8,8,0,2026,1.649,13,0,mww
196,M 6.5 - south of the Fiji Islands,6.5,576.00,-25.415,178.199,2018,9/16/2018 21:11,4,1,0,651,5.139,18,0,mww
197,M 6.9 - Kermadec Islands region,6.9,115.00,-31.7447,-179.373,2018,9/10/2018 4:19,3,4,0,735,2.785,18,0,mww
198,"M 6.5 - 66 km NW of Kirakira, Solomon Islands",6.5,68.00,-10.0207,161.503,2018,9/9/2018 19:31,3,6,1,651,1.638,25,0,mww
199,"M 7.9 - 45 km S of Levuka, Fiji",7.9,670.81,-18.4743,179.35,2018,9/6/2018 15:49,7,4,1,979,1.431,12,0,mww
200,"M 6.6 - 27 km ESE of Chitose, Japan",6.6,35.00,42.6861,141.929,2018,9/5/2018 18:07,8,9,1,1075,1.13,32,0,mww
201,"M 7.1 - 238 km ESE of Tadine, New Caledonia",7.1,21.43,-22.0295,170.126,2018,8/29/2018 3:51,2,5,1,776,2.548,23,0,mww
202,"M 7.1 - 136 km W of Iñapari, Peru",7.1,630.00,-11.0355,-70.8284,2018,8/24/2018 9:04,0,3,0,776,3.77,12,0,mww
203,"M 6.5 - 78 km E of Lakatoro, Vanuatu",6.5,9.00,-16.0315,168.143,2018,8/21/2018 22:32,6,7,1,652,4.797,10,0,mww
204,"M 7.3 - 40 km ENE of Carúpano, Venezuela",7.3,146.82,10.7731,-62.9019,2018,8/21/2018 21:31,8,6,1,1570,1.822,15,0,mww
205,"M 6.9 - 20 km NNW of Labuan Lombok, Indonesia",6.9,21.00,-8.319,116.627,2018,8/19/2018 14:56,7,7,0,1206,2.453,31,0,mww
206,"M 8.2 - 267 km E of Levuka, Fiji",8.2,600.00,-18.1125,-178.153,2018,8/19/2018 0:19,5,4,1,1050,3.63,13,0,mww
207,"M 6.5 - 124 km N of Labuan Bajo, Indonesia",6.5,529.00,-7.3718,119.802,2018,8/17/2018 15:35,5,3,0,743,2.719,23,0,mww
208,"M 6.5 - 108 km WSW of Adak, Alaska",6.5,33.93,51.4234,-178.026,2018,8/15/2018 21:56,6,6,1,655,0.576,22,0,mww
209,"M 6.9 - 36 km NW of Labuan Lombok, Indonesia",6.9,34.00,-8.2581,116.438,2018,8/5/2018 11:46,9,8,0,1704,2.271,15,0,mww
210,"M 6.9 - 18 km SSW of Leilani Estates, Hawaii",6.9,5.81,19.3182,-155,2018,5/4/2018 22:32,7,8,1,1392,0.11,210,63,mw
211,"M 6.8 - 38 km SE of Boyuibe, Bolivia",6.8,559.00,-20.6588,-63.0058,2018,4/2/2018 13:40,5,3,0,733,5.32,16,0,mww
212,"M 6.9 - 150 km E of Kimbe, Papua New Guinea",6.9,35.00,-5.5321,151.5,2018,3/29/2018 21:25,9,6,1,741,1.487,18,0,mww
213,"M 6.7 - 140 km E of Kimbe, Papua New Guinea",6.7,40.00,-5.5024,151.402,2018,3/26/2018 9:51,5,6,1,696,1.507,15,0,mww
214,"M 6.8 - 103 km E of Kokopo, Papua New Guinea",6.8,22.86,-4.3762,153.2,2018,3/8/2018 17:39,6,6,1,719,1.049,16,0,mww
215,"M 6.7 - 62 km SW of Tari, Papua New Guinea",6.7,20.49,-6.3043,142.612,2018,3/6/2018 14:13,8,7,1,697,5.457,19,0,mww
216,"M 7.5 - 32 km SW of Tari, Papua New Guinea",7.5,25.21,-6.0699,142.754,2018,2/25/2018 17:44,9,8,1,943,5.48,17,0,mww
217,"M 7.2 - 4 km S of Pinotepa de Don Luis, Mexico",7.2,22.00,16.3855,-97.9787,2018,2/16/2018 23:39,7,7,1,1384,0.142,82,0,mww
218,"M 7.9 - 261 km SE of Chiniak, Alaska",7.9,14.06,56.0039,-149.166,2018,1/23/2018 9:31,9,4,1,1870,2.585,30,0,mww
219,"M 7.1 - 37 km W of Atiquipa, Peru",7.1,39.00,-15.7675,-74.7092,2018,1/14/2018 9:18,9,7,1,1075,4.29,23,0,mww
220,"M 7.5 - 203 km NNE of Barra Patuca, Honduras",7.5,19.00,17.4825,-83.52,2018,1/10/2018 2:51,8,5,1,1623,4.581,12,0,mww
221,"M 6.5 - 12 km SSW of Kawalu, Indonesia",6.5,90.00,-7.4921,108.174,2017,12/15/2017 16:47,8,7,0,998,2.365,28,0,mww
222,M 6.5 - Bouvet Island region,6.5,17.00,-54.2189,2.1628,2017,12/13/2017 18:03,1,5,1,651,17.654,23,0,mww
223,"M 7.0 - 85 km ENE of Tadine, New Caledonia",7.0,10.00,-21.3246,168.671,2017,11/19/2017 22:43,4,6,1,771,0.617,14,0,mww
224,"M 6.6 - 74 km E of Tadine, New Caledonia",6.6,13.00,-21.5027,168.598,2017,11/19/2017 15:09,4,5,1,676,0.529,21,0,mww
225,"M 6.5 - 18 km W of Parrita, Costa Rica",6.5,19.36,9.5147,-84.4865,2017,11/13/2017 2:28,8,8,1,1153,0.225,37,0,mww
226,"M 7.3 - 29 km S of ?alabja, Iraq",7.3,19.00,34.9109,45.9592,2017,11/12/2017 18:18,8,9,0,2790,0.284,33,0,mww
227,"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",6.5,110.57,-4.2433,143.485,2017,11/7/2017 21:26,6,5,1,661,4.449,10,0,mww
228,"M 6.8 - 97 km NE of Hihifo, Tonga",6.8,10.00,-15.3197,-173.168,2017,11/4/2017 9:00,5,5,1,727,4.852,21,0,mww
229,"M 6.6 - 101 km E of Tadine, New Caledonia",6.6,22.00,-21.6484,168.859,2017,11/1/2017 2:23,3,5,1,674,0.788,29,0,mww
230,"M 6.7 - 132 km E of Tadine, New Caledonia",6.7,24.00,-21.6971,169.148,2017,10/31/2017 0:42,3,4,1,691,1.062,55,0,mww
231,"M 6.7 - 181 km NNE of Maumere, Indonesia",6.7,553.81,-7.2168,123.074,2017,10/24/2017 10:47,3,3,0,694,1.634,16,0,mww
232,"M 6.5 - 247 km ESE of Attu Station, Alaska",6.5,119.00,52.3909,176.769,2017,10/8/2017 22:34,3,5,1,651,1.154,11,0,mww
233,"M 7.1 - 1 km S of Matzaco, Mexico",7.1,48.00,18.5499,-98.4887,2017,9/19/2017 18:14,9,8,0,1686,0.984,23,0,mww
234,"M 8.2 - near the coast of Chiapas, Mexico",8.2,47.39,15.0222,-93.8993,2017,9/8/2017 4:49,9,7,1,2910,0.944,22,0,mww
235,"M 6.5 - 168 km SW of Mawu, China",6.5,9.00,33.1926,103.855,2017,8/8/2017 13:19,5,7,0,707,11.411,22,0,mww
236,"M 6.6 - 11 km ENE of Kos, Greece",6.6,7.00,36.9293,27.4139,2017,7/20/2017 22:31,7,7,0,1064,0.913,16,0,mww
237,"M 7.7 - Komandorskiye Ostrova, Russia region",7.7,10.00,54.4434,168.857,2017,7/17/2017 23:34,8,7,1,918,3.564,13,0,mww
238,"M 6.6 - Auckland Islands, New Zealand region",6.6,10.00,-49.4837,164.016,2017,7/11/2017 7:00,5,4,1,704,3.773,37,0,mww
239,"M 6.5 - 2 km S of Lim-oo, Philippines",6.5,9.00,11.1269,124.629,2017,7/6/2017 8:03,9,8,1,740,4.139,30,0,mww
240,"M 6.8 - 28 km SW of Puerto San José, Guatemala",6.8,38.12,13.7174,-90.9718,2017,6/22/2017 12:31,6,6,1,1034,1.065,38,0,mww
241,"M 6.9 - 2 km SSW of San Pablo, Guatemala",6.9,93.00,14.9091,-92.0092,2017,6/14/2017 7:29,8,6,1,1188,0.247,35,0,mww
242,"M 6.8 - 200 km NW of Attu Station, Alaska",6.8,5.00,54.0312,170.92,2017,6/2/2017 22:24,0,4,1,711,2.308,12,0,mww
243,"M 6.6 - 37 km WNW of Poso, Indonesia",6.6,12.00,-1.2923,120.431,2017,5/29/2017 14:35,7,7,0,678,2.353,18,0,mww
244,M 6.5 - South Sandwich Islands region,6.5,15.00,-56.414,-25.7432,2017,5/10/2017 23:23,0,4,1,650,6.489,17,0,mww
245,"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",6.8,169.00,-14.5884,167.377,2017,5/9/2017 13:52,6,5,1,713,7.495,19,0,mww
246,"M 6.9 - 31 km SW of Burias, Philippines",6.9,26.00,5.5043,125.066,2017,4/28/2017 20:23,9,6,1,814,1.636,14,0,mww
247,"M 6.9 - 40 km W of Valparaíso, Chile",6.9,28.00,-33.0375,-72.0617,2017,4/24/2017 21:38,9,7,1,1642,0.356,39,0,mww
248,"M 6.5 - 132 km WSW of Moijabana, Botswana",6.5,29.00,-22.6784,25.1558,2017,4/3/2017 17:40,7,8,0,1297,2.36,15,0,mww
249,"M 6.6 - 81 km NNE of Ust-Kamchatsk Staryy, Russia",6.6,17.00,56.9401,162.786,2017,3/29/2017 4:09,6,7,1,671,4.591,14,0,mww
250,M 6.9 - south of the Fiji Islands,6.9,414.50,-23.2593,-178.804,2017,2/24/2017 17:28,2,3,1,733,6.012,19,0,mww
251,"M 6.5 - 41 km E of Padilla, Bolivia",6.5,595.98,-19.2814,-63.9047,2017,2/21/2017 14:09,3,3,0,653,4.242,14,0,mww
252,"M 6.5 - 11 km N of Mabua, Philippines",6.5,15.00,9.9071,125.452,2017,2/10/2017 14:03,8,7,1,718,2.822,36,0,mww
253,"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.9,135.00,-6.2464,155.172,2017,1/22/2017 4:30,9,7,1,987,3.625,9,0,mww
254,"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.5,36.00,-10.3506,161.335,2017,1/19/2017 23:04,6,6,1,654,1.64,21,0,mww
255,"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.3,627.17,4.4782,122.617,2017,1/10/2017 6:13,6,3,1,849,3.813,18,0,mww
256,"M 6.9 - 225 km SW of Nadi, Fiji",6.9,12.00,-19.3733,176.052,2017,1/3/2017 21:52,6,4,1,742,2.495,13,0,mww
257,"M 7.6 - 41 km SW of Quellón, Chile",7.6,38.00,-43.4064,-73.9413,2016,12/25/2016 14:22,9,8,1,1152,0.355,29,0,mww
258,"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.7,152.00,-7.5082,127.921,2016,12/21/2016 0:17,5,5,0,726,3.38,17,0,mww
259,"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.9,94.54,-4.5049,153.522,2016,12/17/2016 10:51,9,7,1,972,1.389,13,0,mww
260,"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.9,19.73,-10.749,161.132,2016,12/9/2016 19:10,8,6,1,737,1.747,26,0,mww
261,"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.5,12.26,-10.8416,161.314,2016,12/8/2016 21:56,0,5,0,650,1.937,18,0,mww
262,"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.8,40.00,-10.6812,161.327,2016,12/8/2016 17:38,9,8,1,961,1.836,13,0,mww
263,"M 6.6 - 164 km W of Ferndale, California",6.6,8.45,40.4535,-126.194,2016,12/8/2016 14:49,5,4,1,1120,1.405,55,0,mww
264,"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.5,13.00,5.2834,96.1678,2016,12/6/2016 22:03,9,8,0,731,0.778,27,0,mww
265,"M 6.6 - 122 km N of Murghob, Tajikistan",6.6,17.00,39.2732,73.9776,2016,11/25/2016 14:24,8,7,0,693,1.697,20,0,mww
266,"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.9,10.00,11.9097,-88.8968,2016,11/24/2016 18:43,5,4,1,855,1.796,20,0,mww
267,"M 6.9 - 35 km ESE of Namie, Japan",6.9,9.00,37.3931,141.387,2016,11/21/2016 20:59,9,6,1,1144,0.671,10,0,mww
268,"M 6.5 - 74 km NE of Amberley, New Zealand",6.5,9.00,-42.6058,173.254,2016,11/14/2016 0:34,7,7,1,664,0.283,56,0,mww
269,"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.5,10.00,-42.3205,173.669,2016,11/13/2016 11:32,6,7,1,656,0.135,58,0,mww
270,"M 7.8 - 53 km NNE of Amberley, New Zealand",7.8,15.11,-42.7373,173.054,2016,11/13/2016 11:02,9,9,1,1545,0.481,21,0,mww
271,"M 6.6 - 5 km ESE of Preci, Italy",6.6,8.00,42.8621,13.0961,2016,10/30/2016 6:40,9,8,0,2840,0.174,25,0,mww
272,"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,614.00,-4.8626,108.163,2016,10/19/2016 0:26,3,3,0,677,2.022,16,0,mww
273,"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,42.00,-6.0033,148.887,2016,10/17/2016 6:14,3,6,1,716,3.727,11,0,mww
274,M 6.9 - Fiji region,6.9,596.40,-19.7819,-178.244,2016,9/24/2016 21:28,2,3,1,733,4.051,9,0,mww
275,"M 7.0 - 175 km NE of Gisborne, New Zealand",7.0,19.00,-37.3586,179.146,2016,9/1/2016 16:37,5,6,1,897,0.698,21,0,mww
276,"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,476.00,-3.6849,152.792,2016,8/31/2016 3:11,4,3,1,713,0.803,12,0,mww
277,"M 6.8 - 26 km W of Chauk, Myanmar",6.8,82.00,20.9228,94.569,2016,8/24/2016 10:34,6,6,0,981,1.802,17,0,mww
278,M 7.2 - southeast of the Loyalty Islands,7.2,16.37,-22.4765,173.117,2016,8/12/2016 1:26,6,5,1,799,4.823,14,0,mww
279,"M 7.7 - Pagan region, Northern Mariana Islands",7.7,196.00,18.5429,145.507,2016,7/29/2016 21:18,5,6,1,971,3.294,14,0,mww
280,"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.6,50.00,-2.0967,100.665,2016,6/1/2016 22:56,4,6,0,671,2.435,16,0,mww
281,M 7.2 - South Sandwich Islands region,7.2,78.00,-56.2409,-26.9353,2016,5/28/2016 9:46,1,6,1,798,5.803,24,0,mww
282,M 6.9 -,6.9,405.69,-21.9724,-178.204,2016,5/28/2016 5:38,3,3,1,733,5.485,19,0,mww
283,"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,29.95,0.4947,-79.616,2016,5/18/2016 16:46,8,7,1,780,1.192,17,0,mww
284,"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,16.00,0.4261,-79.7899,2016,5/18/2016 7:57,5,7,1,744,1.352,21,0,mww
285,"M 7.0 - 3 km NW of Norsup, Vanuatu",7.0,24.00,-16.0429,167.379,2016,4/28/2016 19:33,7,7,1,755,0.616,14,0,mww
286,"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,20.59,0.3819,-79.9218,2016,4/16/2016 23:58,9,9,1,1163,1.44,15,0,mww
287,"M 7.0 - 6 km ESE of Kumamoto, Japan",7.0,10.00,32.7906,130.754,2016,4/15/2016 16:25,9,9,1,2074,0.349,32,0,mww
288,"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,136.00,23.0944,94.8654,2016,4/13/2016 13:55,6,6,0,903,3.001,14,0,mww
289,"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.6,212.00,36.4725,71.1311,2016,4/10/2016 10:28,6,4,0,738,0.789,17,0,mww
290,"M 6.7 - 104 km W of Sola, Vanuatu",6.7,27.59,-13.9805,166.594,2016,4/7/2016 3:32,7,5,1,692,6.787,25,0,mww
291,"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,24.00,-14.0683,166.624,2016,4/6/2016 6:58,7,6,1,691,6.697,19,0,mww
292,"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,26.00,-14.3235,166.855,2016,4/3/2016 8:23,7,6,1,734,1.166,25,0,mww
293,"M 7.8 - southwest of Sumatra, Indonesia",7.8,24.00,-4.9521,94.3299,2016,3/2/2016 12:49,4,3,0,948,7.009,20,0,mww
294,"M 7.2 - 80 km S of Milkovo, Russia",7.2,177.00,53.9776,158.546,2016,1/30/2016 3:25,3,7,1,799,0.958,17,0,mww
295,"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,125.60,59.6204,-153.339,2016,1/24/2016 10:30,7,7,1,1496,0,0,0,mw
296,"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,10.00,18.8239,-106.934,2016,1/21/2016 18:06,3,4,1,673,2.413,74,0,mww
297,"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,46.00,41.9723,142.781,2016,1/14/2016 3:25,5,6,1,717,0.281,22,0,mww
298,"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,13.00,3.8965,126.862,2016,1/11/2016 16:38,3,6,1,651,3.144,22,0,mww
299,"M 6.7 - 29 km W of Imph?l, India",6.7,55.00,24.8036,93.6505,2016,1/3/2016 23:05,8,7,0,1515,1.794,16,0,mww
300,"M 6.6 - 4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",6.6,85.00,15.8015,-93.633,2015,12/17/2015 19:49,8,6,1,765,0.41,35,0,mww
301,"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,21.00,-4.1064,129.508,2015,12/9/2015 10:21,8,5,0,738,2.979,14,0,mww
302,"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,22.00,38.2107,72.7797,2015,12/7/2015 7:50,4,7,0,827,1.116,18,0,mww
303,"M 6.7 - 125 km SSW of Tarauacá, Brazil",6.7,602.75,-9.1825,-71.2574,2015,11/26/2015 5:45,2,3,0,691,2.033,19,0,mww
304,"M 7.6 - 185 km WNW of Iñapari, Peru",7.6,620.56,-10.0598,-71.0184,2015,11/24/2015 22:50,5,4,0,896,2.852,10,0,mww
305,"M 7.6 - 155 km WNW of Iñapari, Peru",7.6,606.21,-10.5372,-70.9437,2015,11/24/2015 22:45,6,5,1,957,3.287,10,0,mww
306,"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,12.59,-8.8994,158.422,2015,11/18/2015 18:31,5,6,1,715,1.599,19,0,mww
307,"M 6.5 - 19 km SSW of Lefkáda, Greece",6.5,11.00,38.67,20.6,2015,11/17/2015 7:10,7,7,0,1018,0,0,0,mww
308,"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,12.00,31.0009,128.873,2015,11/13/2015 20:51,5,4,0,702,1.444,17,0,mww
309,"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,10.00,-29.5097,-72.0585,2015,11/11/2015 2:46,5,6,0,744,0.821,43,0,mww
310,"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,12.00,-29.5067,-72.0068,2015,11/11/2015 1:54,6,6,1,761,0.784,32,0,mww
311,"M 6.6 - Nicobar Islands, India region",6.6,10.00,6.8431,94.648,2015,11/8/2015 16:47,7,4,0,675,2.792,31,0,mww
312,"M 6.8 - 39 km SW of Ovalle, Chile",6.8,46.00,-30.8796,-71.4519,2015,11/7/2015 7:31,7,7,1,841,0.258,41,0,mww
313,"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,20.00,-8.3381,124.875,2015,11/4/2015 3:44,5,7,0,657,1.53,21,0,mww
314,"M 7.5 - Hindu Kush region, Afghanistan",7.5,231.00,36.5244,70.3676,2015,10/26/2015 9:09,8,7,0,1448,0.622,18,0,mww
315,"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,135.00,-14.8595,167.303,2015,10/20/2015 21:52,6,6,1,780,0.592,11,0,mww
316,"M 6.6 - 28 km N of Sorong, Indonesia",6.6,18.00,-0.6212,131.262,2015,9/24/2015 15:53,7,7,0,671,2.486,13,0,mww
317,"M 6.6 - 22 km WSW of Illapel, Chile",6.6,35.00,-31.7275,-71.3792,2015,9/21/2015 17:40,5,7,1,820,1.064,14,0,mww
318,"M 6.7 - 61 km WNW of Illapel, Chile",6.7,23.00,-31.5173,-71.804,2015,9/17/2015 4:10,5,7,0,718,0.853,35,0,mww
319,"M 6.5 - 54 km WNW of Illapel, Chile",6.5,27.00,-31.4244,-71.6876,2015,9/17/2015 3:55,6,7,0,657,0.749,62,0,mww
320,"M 7.0 - 25 km WNW of Illapel, Chile",7.0,28.41,-31.5622,-71.4262,2015,9/16/2015 23:18,8,7,0,799,0.903,13,0,mww
321,"M 8.3 - 48 km W of Illapel, Chile",8.3,22.44,-31.5729,-71.6744,2015,9/16/2015 22:54,9,8,1,1960,0.684,19,0,mww
322,"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,10.00,24.913,-109.623,2015,9/13/2015 8:14,5,5,1,708,1.256,123,0,mww
323,"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,6.43,-9.3293,157.877,2015,8/12/2015 18:49,0,5,1,650,2.045,16,0,mww
324,"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,22.00,-9.3438,158.053,2015,8/10/2015 4:12,3,5,1,671,1.872,20,0,mww
325,"M 7.0 - 234 km W of Abepura, Indonesia",7.0,48.00,-2.6286,138.528,2015,7/27/2015 21:41,9,7,1,762,6.278,12,0,mww
326,"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,29.00,52.376,-169.446,2015,7/27/2015 4:49,4,7,1,734,0.444,39,0,mww
327,"M 7.0 - 80 km WNW of Lata, Solomon Islands",7.0,11.00,-10.4012,165.141,2015,7/18/2015 2:27,8,6,1,759,5.205,22,0,mww
328,"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,20.00,13.8672,-58.5479,2015,7/16/2015 15:16,4,4,1,686,1.218,20,0,mww
329,"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,12.00,-9.307,158.403,2015,7/10/2015 4:12,4,5,1,691,1.529,11,0,mww
330,"M 6.5 - Bonin Islands, Japan region",6.5,460.00,27.7375,139.725,2015,6/23/2015 12:18,3,4,0,652,2.277,11,0,mww
331,"M 7.8 - Bonin Islands, Japan region",7.8,664.00,27.8386,140.493,2015,5/30/2015 11:23,6,3,1,1151,1.675,12,0,mww
332,"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,72.60,56.594,-156.43,2015,5/29/2015 7:00,5,6,1,762,0,0,0,mw
333,"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,10.00,-11.1093,163.215,2015,5/22/2015 23:59,1,5,1,711,3.619,18,0,mww
334,"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,11.19,-11.0559,163.696,2015,5/22/2015 21:45,1,4,1,732,4.024,22,0,mww
335,"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,11.00,-10.8759,164.169,2015,5/20/2015 22:48,1,4,1,711,4.395,15,0,mww
336,"M 6.8 - 32 km SE of ?funato, Japan",6.8,35.00,38.9056,142.032,2015,5/12/2015 21:12,8,6,1,831,1.422,8,0,mww
337,M 7.3 - Nepal,7.3,15.00,27.8087,86.0655,2015,5/12/2015 7:05,8,7,0,1563,0.677,11,0,mww
338,"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,10.00,-7.2175,154.557,2015,5/7/2015 7:10,1,6,1,776,3.835,11,0,mww
339,"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,55.00,-5.4624,151.875,2015,5/5/2015 1:44,7,8,1,869,1.295,22,0,mww
340,"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,44.00,-5.2005,151.777,2015,5/1/2015 8:06,5,6,1,714,1.074,23,0,mww
341,"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,31.00,-5.375,151.771,2015,4/30/2015 10:45,5,6,1,692,1.239,12,0,mww
342,"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,22.91,27.7711,86.0173,2015,4/26/2015 7:09,7,7,0,1016,0.727,13,0,mww
343,"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,10.00,28.2244,84.8216,2015,4/25/2015 6:45,8,7,0,733,1.778,16,0,mww
344,"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,8.22,28.2305,84.7314,2015,4/25/2015 6:11,8,9,0,2820,1.857,12,0,mww
345,"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,10.00,-15.8815,-178.6,2015,4/17/2015 15:52,0,5,1,650,3.702,42,0,mww
346,"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,11.00,-15.4994,-173.029,2015,3/30/2015 8:48,2,5,1,650,4.629,36,0,mww
347,"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,41.00,-4.7294,152.562,2015,3/29/2015 23:48,6,7,1,872,0.666,19,0,mww
348,"M 7.0 - 150 km NNE of Maumere, Indonesia",7.0,552.06,-7.2968,122.535,2015,2/27/2015 13:45,4,6,0,760,1.362,12,0,mww
349,"M 6.7 - 83 km ENE of Miyako, Japan",6.7,23.00,39.8558,142.881,2015,2/16/2015 23:06,5,5,1,714,1.925,20,0,mww
350,"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,223.00,-23.1125,-66.688,2015,2/11/2015 18:57,4,6,1,700,2.11,16,0,mww
351,"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,219.96,-17.0309,168.52,2015,1/23/2015 3:47,1,4,1,711,2.019,13,0,mww
352,"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,8.00,5.9045,-82.6576,2015,1/7/2015 5:07,1,4,1,650,4.318,61,0,mww
